created_at,full_text
Thu May 25 07:05:40 +0000 2023,Penganugerahan Tanda Kehormatan Bintang Yudha Dharma Utama kepada Prabowo ini didasari oleh Keputusan Presiden Republik Indonesia Nomor 13/Tk/Tahun 2022. #MengharumkanBangsa #IkutPakde Prabowo Subianto
Thu May 25 07:05:33 +0000 2023,Presiden gue nih ... https://t.co/ZomtaTjtf2
Thu May 25 07:05:14 +0000 2023,@fastpced Rent aj gampang
Thu May 25 07:03:43 +0000 2023,@geloraco Kalau hanya 1-2 juta beds jumlah sah suara pemilih presiden Dan DPR  nasih BSA so terima aka
Thu May 25 04:31:04 +0000 2023,Ketum Projo: Pak Jokowi Masih Upayakan Duet Ganjar dan Prabowo https://t.co/WaYPTQGJdz
Thu May 25 07:01:23 +0000 2023,@TerunaPertiwi Masa harus ijin sih ketemuan kayak gini. Namanya juga Presiden ketemu sama Menteri andalan gitu lhoh.. 🫶
Thu May 25 07:00:01 +0000 2023,Wakil Presiden (Wapres) K.H. Ma’ruf Amin mengaku enggan dipilih kembali dan menyebut bahwa dia sudah berusia 81 tahun. Ma'ruf memilih memberikan jalan kepada generasi muda.\n\nhttps://t.co/7YCiuZKslb
Thu May 25 06:59:46 +0000 2023,block lalu pilih opsi yang spam.\n\nsusil susil
Thu May 25 05:03:42 +0000 2023,PS dan GP diminta bersatu
Thu May 25 07:01:28 +0000 2023,@benuaandin @NMS__ampel @TukangMu @yaniarsim Kan anda tau sendiri diakan lg nyalonin presiden mba..maka wajar netizen ngulik ngulik😂😂
Thu May 25 06:59:52 +0000 2023,@DokterTifa Mantap bu dokter
Thu May 25 07:01:02 +0000 2023,Maka tak heran saat ini Pak Bowo merupakan figur yang ditunggu masyarakat untuk menjadi Presiden Republik Indonesia. #MengharumkanBangsa #IkutPakde Prabowo Subianto
Thu May 25 07:01:53 +0000 2023,Duuhhh benar-benar ngga pingin ditinggalin @jokowi... 😭😭😭\n\nKetika beliau menang jd presiden
Thu May 25 07:02:11 +0000 2023,Jangan Terlalu Kepedean kau Ali.\nPercayalah...gak akan bisa si Anies jadi Presiden setelah Melihat Rekam Jejaknya Modal Bacot doang.\n\nNgomong Jago
Thu May 25 06:59:10 +0000 2023,@jembermfs Ya Allah ap tidak kembung
Wed May 24 18:22:22 +0000 2023,Yang ini ya 😊❤️ https://t.co/h22hzCbxbY
Thu May 25 07:00:51 +0000 2023,@jembermfs KPRI kan deket kampus gasi
Thu May 25 07:01:44 +0000 2023,Siang ini
Thu May 25 07:00:35 +0000 2023,Dari pernyataan Presiden Jokowi soal penyetopan ekspor timah
Thu May 25 07:02:33 +0000 2023,Padahal presiden bilang capres cawapres urusan parpol
Thu May 25 07:02:10 +0000 2023,@MartinusButarb1 Iya bang bangsat dan orang yg gak NKRI muak tengok Anies jadi presiden
Thu May 25 07:02:13 +0000 2023,@NenkMonica Yah ibu calon Presiden kenapa masih ngurusin dan telur dan daging ayam wong rakyat aja makannya tahu tempe itu mah urusan pak menteri perdagangan bukan Calon Presiden
Thu May 25 07:01:01 +0000 2023,Untuk itu SAH menegaskan tokoh dengan kapasitas mumpuni seperti Prabowo Subianto paling ideal menjadi Presiden 2024. #MengharumkanBangsa #IkutPakde Prabowo Subianto
Thu May 25 06:56:46 +0000 2023,@narkosun Gak akan pernah dia jadi presiden ...
Thu May 25 06:56:43 +0000 2023,Menteri Pertahanan Prabowo Subianto dijadwalkan bertemu Presiden Jokowi hari ini di Istana Bogor. https://t.co/oFVxVKrfMa
Thu May 25 06:57:10 +0000 2023,@narkosun S3 ....DI SANJUNG2 PENGALAMAN INTERNASIONAL. \nKELEBIHAN BAYAR ... SKRG SALAH \nBACA DATA.  Ini mau jd presiden INDONESIA (????)
Thu May 25 06:58:47 +0000 2023,Generasi milenia dukung sosok presiden NKRI yg mereka percaya
Thu May 25 06:58:15 +0000 2023,@Dennysiregar7 Di samping itu
Thu May 25 06:57:22 +0000 2023,Relawan di Sultra Deklarasi Dukung Prabowo Jadi Presiden 2024\n\n#SemuaDukungPrabowo\n#SayaSetyoko
Thu May 25 06:57:16 +0000 2023,@DoankWarto Semenjak tukang mebel jdi presiden
Thu May 25 06:58:16 +0000 2023,@VIVAcoid Pak Prabowo Subianto presiden RI selanjutnya harga mati
Thu May 25 01:37:32 +0000 2023,Ron DeSantis Tells Elon Musk Bitcoin Will Die if Joe Biden is Reelected\n► https://t.co/O9pfPZttWl https://t.co/O9pfPZttWl
Thu May 25 06:56:42 +0000 2023,@Yanua02 @Ahwal08 @sospolkw @Alie_Fahnoor @genx36545403 @are_inismyname @BANGSAygSUJUD @Ndons_Back @propaganda_99 @cocolatetwo @florieliciouss @aniesbaswedan @prabowo @jokowi @KPK_RI @Kemhan_RI mana buktinya JK stop?\nmana buktinya SP tdk dukung?\nAnies k
Thu May 25 06:58:09 +0000 2023,@tempodotco Presiden Putin mendesak ukraina berhenti minta pasokan alutista ke anggota NATO
Thu May 25 06:57:24 +0000 2023,@narkosun lah ada presiden di wakanda yang banyak salah baca data
Thu May 25 06:57:38 +0000 2023,Lucunya
Thu May 25 06:57:18 +0000 2023,Senyum cerah Pak Jokowi seperti ga ada beban\nSiang Ini
Thu May 25 06:59:07 +0000 2023,@Heraloebss Lah gimana kok nggak mau Pak?!! Padahal anda Wakil Presiden terbaik sedunia lho!!
Thu May 25 06:57:37 +0000 2023,Dalam peluncuran kampanye buat jadi presiden AS\ndi Twitter bareng Elon Musk
Thu May 25 06:54:21 +0000 2023,@mnyuthv chaos bgt sumoahh
Thu May 25 04:42:05 +0000 2023,Gini aja dech
Thu May 25 06:54:34 +0000 2023,@ruhutsitompul Coba kalau orang cina jadi presiden pasti mingkem yg gini2 cuman cari cuann doank \n1 menjilat\n2 cari uang\n3 emang otak nya sinting\n4 hati nya busuk \n5 cari Uang
Thu May 25 06:55:28 +0000 2023,@DoankWarto Silahkan protes ke bps
Thu May 25 06:56:10 +0000 2023,@KakekHalal Emang ada kelompok radikal di Indonesia?\nKalau ada biksu yg melintas sudah habis di Lahab orang radikal\nHati2 orang Indonesia nggak ada yg radikal ngab.....
Thu May 25 06:54:22 +0000 2023,@sayasukasih 2024 pilih presiden yang menghargai digital artist🙏
Thu May 25 06:55:19 +0000 2023,@ruhutsitompul Dimaklumin aja
Thu May 25 06:55:24 +0000 2023,@HensuAja Tidak ada yang sesat pikir dalam jalan dan penguasa di ke dua jabatan presiden itu.yg di takuti untuk negara ini rakyatnya sesaat pilih presiden 😁
Thu May 25 06:53:52 +0000 2023,@narkosun kalau nanti Anis jadi presiden
Thu May 25 06:56:18 +0000 2023,@Dennysiregar7 Bener bang kalo tidak dari pemilik partai jadinya hanya petugas partai...jadi kekuasaan tertinggi ada di ketua partai bukan Presiden
Thu May 25 06:54:32 +0000 2023,@croixsanct harusnya umur segitu udah jadi presiden
Thu May 25 06:55:14 +0000 2023,@Dennysiregar7 lha nanti kalo jadi presiden diatur ketua partai karena ngerasa tanpa partai gak akan bisa maju pilpres gimana ?
Thu May 25 06:56:28 +0000 2023,@DokterTifa Menuju perbaikan diperlukan presiden yg mempunyai Adab Dan akhlak Dan kecerdasan
Thu May 25 06:52:22 +0000 2023,@anakulahmanusia @KementerianLHK @jokowi Ibu @SitiNurbayaLHK jgn enak2 ah numpukin AMDAL.. masa ksh ijim AMDAL pilih2 bulu sich... \nPak @jokowi tolong jiwir menteri satu ini yg ga sesuai visu misi presiden..program energi bersih hrsnya jd salah satu prio
Thu May 25 06:53:11 +0000 2023,@Widyarenee Hahaha kaya gini mau jadi presiden. Tanggung jawab aja ga berani. *heaven citizen*
Thu May 25 06:52:03 +0000 2023,"Presiden Jokowi: ASEAN Mampu Menjadi Motor Perdamaian dan Pertumbuhan | https://t.co/PXfXewevo0"" https://t.co/rOfOrAVhc3"""
Thu May 25 06:52:53 +0000 2023,@mledukjon @fxnetizen @tvOneNews @PDI_Perjuangan Wkwkw tolol2 gw ga sesuai topik dari mananya?? Gw cuma meneruskan apa yg anies bilang terkait gagalnya jokowi jdi presiden
Thu May 25 06:53:44 +0000 2023,@Hudakeyy @Beritasatu @Dharmas56190807 @jokowi Emnk bener ga ada hubungan nya dgn presiden tp presiden hrs tanggung jwb klo rakyat nya jd pengangguran
Thu May 25 06:53:34 +0000 2023,@yunkimin31 @moccavmwy berita babikkk emg
Thu May 25 06:53:23 +0000 2023,DPC PDI Perjuangan Kota Depok meminta seluruh kader dan bakal calon anggota legislatif (caleg) di Kota Depok
Thu May 25 06:51:10 +0000 2023,@Dennysiregar7 @Gerindra Karena tujuan Partai ini didirikan hanya untuk mewadahi ambisi pribadi  prabowo utk jadi presiden ...
Thu May 25 06:52:11 +0000 2023,@VIVAcoid 2024 BAPAK ANIES PRESIDEN https://t.co/zRhEjhEvmS
Thu May 25 06:52:52 +0000 2023,@penjaga_nkri45 Pencapaian yg sangat ikonik dari presiden jokowi
Thu May 25 06:53:45 +0000 2023,@remiyvesselsoft okeh salam bwt presiden ny
Thu May 25 06:51:42 +0000 2023,@Dennysiregar7 Tetap kapitalis yg punya hak untuk memilih presiden selanjutnya di negeri ini termasuk Amerika Serikat
Thu May 25 06:52:51 +0000 2023,Erick Thohir memang dikenal memiliki hubungan yg sangat dekat dg Presiden Jokowi baik dalam ranah profesional maupun personal. Hal tsb dinilai Burhanudin Muhtadi sbg salah satu faktor yg menjadikan Erick mampu menjarik suara dari pendukung Presiden Jokowi.\n#GanjarErickDuetTerbaik https://t.co/GoUzCFpeY4
Thu May 25 06:52:33 +0000 2023,@aniesbaswedan Semoga Allah SWT melindungi Pak Anies Baswedan dan Keluarga
Thu May 25 04:42:05 +0000 2023,Gini aja dech
Thu May 25 06:50:24 +0000 2023,@aniesbaswedan Mari para relawan pendukung Anies Baswedan
Thu May 25 06:51:06 +0000 2023,@siticeriaselalu @ex_AnakLolina Mohon doa restu untuk jadi presiden ke 2024
Thu May 25 06:50:11 +0000 2023,@Louis_chantika Presiden yg dermawan. \nYang bilang pak jokowi pembohong gk amanah mngkin gk kenal beliau aja
Thu May 25 06:49:58 +0000 2023,@KakekHalal Itulah alasan sy dan kluarga akan bela²in dukung Pa Anies.\nHasil survey buncit mulu.\n\nPa Anies presiden 2024
Thu May 25 06:50:10 +0000 2023,Gubernur Jawa Tengah yang juga Bakal Calon Presiden dari PDI Perjuangan
Thu May 25 06:50:12 +0000 2023,Prabowo Menghadap Jokowi Siang Ini
Thu May 25 06:49:59 +0000 2023,@martine88737608 Warga Lampung bersama Ganjar pranowo presiden 2024 #2024menangtotal #MenangTotal #GanjarMenangTotal
Thu May 25 06:49:18 +0000 2023,Sepertinya pupr bnyk yg hrs di rivisi selain data bps juga ini pidato menkeu dan pernyataan presiden.
Thu May 25 06:49:37 +0000 2023,Elite Parpol Berebut Restu Presiden
Thu May 25 06:50:43 +0000 2023,@Dennysiregar7 Yg jlas jngn lagilah yg dri ada tanduk 2nya
Thu May 25 06:50:27 +0000 2023,@DelilahDhiya @ruhutsitompul Partai demokrat emang goblok anak ingusan dari mayor langsung dapat warisan jadi ketua partai yg gak ada pengalaman kok bisa langsung jadi minta cawapres minimal suruh jadi bupati..gubernur lalu presiden lah..ada step2nya drun
Thu May 25 06:50:36 +0000 2023,Prabowo menemui Presiden Jokowi dalam kapasitasnya sebagai Menteri Pertahanan RI.\n\nhttps://t.co/mqlPRe5Eib
Thu May 25 06:49:49 +0000 2023,@mledukjon @fxnetizen @tvOneNews @PDI_Perjuangan Wkwkwk lu pikirr sukses ga nya presiden dilihat dari dia bisa menang 2x atau ga nya? Itu pernyataan bodoh
Thu May 25 06:50:04 +0000 2023,@BennyHarmanID Jangan sampai masa jabatan presiden juga diperpanjang
Thu May 25 06:49:50 +0000 2023,Kalau dulu ada yang bagi2 Sembako
Thu May 25 06:48:34 +0000 2023,Coba cek ini deh
Thu May 25 06:48:51 +0000 2023,Prabowo Subianto Penuhi Undangan Presiden MBZ di UAE
Thu May 25 06:48:02 +0000 2023,Gubernur Jawa Barat Ridwan Kamil menempati posisi keempat pada hasil survei terbaru Lembaga Survei Jakarta (LSJ) bakal calon presiden 2024.\n\nHasil survei dari LSJ yang dilakukan 9 hingga 17 Mei 2023 di 34 provinsi di seluruh Indonesia
Thu May 25 06:47:30 +0000 2023,Calderon siap memboyong Lionel Messi ke Santiago Bernabeu andai masih menjadi presiden Real Madrid. Menurutnya
Thu May 25 06:47:32 +0000 2023,Calderon siap memboyong Lionel Messi ke Santiago Bernabeu andai masih menjadi presiden Real Madrid. Menurutnya
Thu May 25 06:48:09 +0000 2023,@alisyarief Kapasitas pak Anies untuk melakukan perubahan besar di negeri ini sangat besar sebab beliau pintar
Thu May 25 06:47:43 +0000 2023,@safitrilaras618 Warga Pontianak bersama Ganjar pranowo presiden 2024 #2024menangtotal #MenangTotal #GanjarMenangTotal
Thu May 25 06:47:50 +0000 2023,@Dennysiregar7 @Gerindra KETAKUTAN KAUM DENI SIREGAR CS KARNA PRABOWO SAAT INI ADA PELUANG BESAR DI DUKUNG JOKOWI &amp; JADI PRESIDEN
Thu May 25 06:47:36 +0000 2023,@islah_bahrawi Anis presiden yg byk gagasan
Thu May 25 06:45:55 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:50 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:25 +0000 2023,Anies baswedan mendapat dukungan penuh dari dunia untuk maju menjadi presiden dan nahkoda bagi Indonesia
Thu May 25 06:35:12 +0000 2023,Dua nama
Thu May 25 06:45:56 +0000 2023,@Dennysiregar7 Tumben twit lho bagus den.\nIndonesia menunggu keajaiban munculnya presiden non partai yg berintegritas dewa.\n\nLagian ganjar kalo dilihat2 sebelas duabelas sama anies
Thu May 25 06:45:48 +0000 2023,@acshxdy kenapa
Thu May 25 06:45:59 +0000 2023,@ch_chotimah2 Anis presiden yg bikin koruptor takut
Thu May 25 06:45:55 +0000 2023,Kapolri Jenderal Polisi Drs. @ListyoSigitP
Thu May 25 06:47:14 +0000 2023,Terbukti Jokowi bersih dan bukanlah Presiden kaleng-kaleng .\nBerani &amp; membiarkan Kejagung memproses korupsi Johny G Plate 8 T walapun digertak Surya Paloh .\nTidak seperti SBY yg menghentikan pengusutan BLBI Surya Paloh oleh Kejagung Hendarman Supanji karena di serang  Metro TV .
Thu May 25 06:46:02 +0000 2023,@martine88737608 Warga Lampung bersama Ganjar pranowo presiden 2024 #2024menangtotal #MenangTotal #GanjarMenangTotal
Thu May 25 06:46:52 +0000 2023,@erickthohir Pak et mantan presiden inter milan 2013-2018
Thu May 25 06:45:39 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:37 +0000 2023,@cigartthv ngenes
Thu May 25 06:45:21 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:46:41 +0000 2023,@acshxdy makan
Thu May 25 06:33:29 +0000 2023,Tiga kandidat yang belakangan diproyeksikan sebagai bakal calon presiden yakni Prabowo Subianto
Thu May 25 06:33:29 +0000 2023,Ridwan Kamil dan Sandiaga Uno
Thu May 25 06:45:43 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:23 +0000 2023,@NewwieeMbul Fokus ke calon presiden dulu yuk abis ini mau nyapres nih 😭😭😭
Thu May 25 06:45:28 +0000 2023,@marlina_idha @aniesbaswedan Maaf Bu boss mau tanya?\nApakah pak Anies Baswedan biaya sendiri klo kunjungan kedaerah dalam perjalanan safari politik nya?\nSemoga pak Anies yang baik ada yang membiayai nya dan tidak minta imbalan apapun kepada pak Anies na
Thu May 25 06:45:33 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:36 +0000 2023,@martine88737608 Warga Padang bersama Ganjar pranowo presiden 2024 #2024menangtotal #MenangTotal #GanjarMenangTotal
Thu May 25 06:33:30 +0000 2023,Ridwan Kamil= dipilih 14
Thu May 25 06:45:29 +0000 2023,@rkij_sukabumi @KATADATAcoid Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:29 +0000 2023,Malang
Thu May 25 06:44:29 +0000 2023,lucu
Thu May 25 06:38:09 +0000 2023,Kami dari Pemprov Jabar mendukung 1.000 persen sebagai pahlawan nasional. Kami mempersembahkan sebuah jalan dengan nama Prof Mochtar Kusumaatmadja sudah resmi sudah berstatus hukum
Thu May 25 06:45:06 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:00 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:45:10 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Wed May 24 15:31:19 +0000 2023,Jadi nama sebenernya tuh... \nAnies atau ASBUN sih???
Thu May 25 06:16:41 +0000 2023,https://t.co/90845IGPRQ
Thu May 25 06:45:11 +0000 2023,Halo pak @aniesbaswedan @Mdy_Asmara1701 @ekowboy2 @satriohendri sdh dibantah tuh pidato2 nya. Hanya game politik tapi bahaya untuk kesatuan bangsa. Sudahlah presiden itu garis tangan. Tanpa adu domba pun kl sdh amanah Allah 
Thu May 25 06:36:22 +0000 2023,Survei Litbang Kompas: Ridwan Kamil Unggul Masuk Kriteria Cawapres untuk Anies dan Ganjar\n\nhttps://t.co/XQQHlnZCBD
Thu May 25 06:44:14 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:44 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:35:11 +0000 2023,Sejumlah nama kandidat calon wakil presiden (cawapres) untuk mendampingi Ganjar Pranowo muncul berdasarkan hasil survei Litbang Kompas pada 29 April-10 Mei 2023.
Thu May 25 06:45:04 +0000 2023,lucu
Thu May 25 06:19:36 +0000 2023,lagi ngampus
Thu May 25 06:38:09 +0000 2023,Gubernur Jawa Barat Ridwan Kamil meminta dukungan semua stakeholders di tingkat pusat untuk pengusulan Prof Mochtar Kusumaatmadja sebagai pahlawan nasional. Ridwan Kamil berharap
Thu May 25 06:44:31 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:38:08 +0000 2023,Ridwan Kamil Minta Dukung Prof Mochtar Kusumaatmadja Jadi Pahlawan https://t.co/NTC4ta4bQq
Thu May 25 06:44:04 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:35 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:08 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:00 +0000 2023,Presiden Jokowi undang pengusaha Jepang investasi di IKN\n\n#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/xhNZcOT0tX
Thu May 25 06:44:25 +0000 2023,@martine88737608 Warga Samarinda bersama Ganjar pranowo presiden 2024 #2024menangtotal #MenangTotal #GanjarMenangTotal
Thu May 25 06:44:47 +0000 2023,@Dennysiregar7 Akibat presiden bukan ketua partai adalah sang pemilik partai ga legowo kadernya jadi presiden
Thu May 25 06:45:15 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:35:11 +0000 2023,Ridwan Kamil Masih Teratas sebagai Kandidat Cawapres Ganjar Pranowo Menurut Survei Litbang Kompas\n\nhttps://t.co/Pe4lzFCYt7
Thu May 25 06:44:49 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:20 +0000 2023,Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
Thu May 25 06:44:56 +0000 2023,@rkij_sukabumi Untuk nanti 2024\nSaya menjagokan @ridwankamil di Pilpres 2024.\nPemimpin daerah yg dari walikota sampai Gubernur
