Name,Text,Like,Caption,Post_Category
_iinitamaa_,EKONOMIS - NYAMAN - TERJANGKAU #KUISTEMANBUS @pichain.official @sanggarsenam.asti @bisnis_online_buferi,1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
dc_dcni,Terjangkau & Cepat Sampai Tujuan 🥰 @agun.tm @tumbas.ke @warni.pasi #KUISTEMANBUS,5 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
wtiyas12,"Karena Nyaman , Praktis , Bus nya Bagus , dan yg terpenting anak suka kalo naik Teman Bus 😍 #KUISTEMANBUS @komang_aprik77bali_ @yankee_chacha @emilia_darsono",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
komang_aprik77bali_,"Aman, nyaman, murah, pelayanan ramah terbaik ✨ sukses selalu ya teman_bus ❤️ #KUISTEMANBUS @ableh.prnmaa__ @putu_indah33 @suryaaa_002 🔥💎🔥💎🔥💎🔥",5 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
indahhh.21__,"Nyaman, aman & murah 😍 Sukses selalu  @teman_bus #KUISTEMANBUS @putueka3 @ayusaniati15_ @kadek_suwisniki semoga beruntung ✨🔥✨🔥✨✨✨✨✨✨✨✨",5 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
selly.jung_,"AMAN, NYAMAN, DAN EKONOMIS @teman_bus 🥰❤️✨ @kusnulaja_2598 @kinan_sutarjo @eka_fandi11 #KUISTEMANBUS",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ryckocanover,"Nyaman, Bersih, Supir Ramah dan Harga Terjangkau #KUISTEMANBUS @silkanaapriani @dettafjr @dedek_nilam",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
memeihasibuan21,"Karena Nyaman, Bersih, dan terjangkau 😍 #KUISTEMANBUS @wathy9080 @deshy.mahyra21 @bunda_dila136",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
isty.raharjo,"Jawaban : Hemat, Efisien menghemat waktu, cepat, nyaman dan bisa sekaligus healing melihat keindahan kota #KUISTEMANBUS °Sukses selalu temanbusMakan taichan di Kota BandungSudah ikutan, semoga beruntung 🤗@ikapriita @sayaselvy @aa.ojaaay",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
audrisalsabilaa,"Bersih , Nyaman , Harga Terjangkau dan Supir Ramah #KUISTEMENBUS @ladyaalnaira @farell.pratmaa @heyris.rawrr",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
d.franitasari,"Nyaman, Bersih, Cepat sampai, pelayanan ramah🤩 #KUISTEMANBUS @suha_delisha @rahma_daffazaidan @denita_azkia",3 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
anisaazkaa_,"Pengalamanku yang bikin aku susah move on itu nyamannya, amannya, dan supirnya ramah ga kebut kebutan min #KUISTEMANBUS @nuraaviraa_ @okta.khoirunnisya @aysitha12._",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
nuraaviraa_,"Aman, nyaman, dan ekonimis #KUISTEMANBUS @rahmadiahzahra @s4aepul_ @indrhysyahrir",2 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
_dileeyey,"Aman, Bikin Adem, Harga Murce, Bersih #KUISTEMANBUS @titaputriyt @selvieayuningsih @sisialpia",5 likes,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
naqsake_diball,"JawabaNya simple sih, Teman Bus Nyaman dan Gak bikin Enek. Yang utama Aman dan Ekonomis Transportasi Terbaik pokoknya #KUISTEMANBUS @aha_painting @mas.ropil93 @mr_putrayana07",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
azizahsentosa,Nyaman dan membahagiakan lupa akan janji ketemu #KUISTEMANBUS @azizahhoky @asnidarwono @slsab_ilazz,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
tarisuntaryy,Nyaman #kuistemanbus @endiesetiaone @endiesetiaone @umma_satisity,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ilhamhidayat1506,Nyaman dan super bersih 👍 #KUISTEMANBUS @momshankana_ @ekiiwinda20 @askana.makailah,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
aprilliafina_,NYAMAN ❤️ #KUISTEMANBUS @nanalia17_ @a.k_yudaswara08 @safitriindah05_,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
rositarosss97,"Karna Busnya bersih ,Aman,Nyaman,dan yang terpenting harganya juga terjangkau murah ,apalagi fasilitas bus AC nya berasa dingin banget jadi nyaman buat aku yg sering keringetan😂 #KUISTEMANBUS @tsamiraanwr @nurmalla2610 @yu.liani8273",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
sal.saacutee,Nyaman dan mengesankan lupa masalah karena asyiknya #KUISTEMANBUS @jasnirealdi @jefjafridin @slsab_ilazz,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
aqellailsa_21,"Jawabannya Hemat biaya,bersih dan aman #KUISTEMANBUS Ikutan yuk Bismillah rejeki @luthfiaputrii_ @inikhayra99 @syifaangela_33",Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
faamrulloh,"Nyaman, mewah, pelayanan ramah, dan yang paling penting harganya murah meriah, serta selalu mengutamakan keselamatan penumpang #KUISTEMANBUS Yuk ikutan @mhd_ifnirulloh @edbert.ivander @ialdiyans Semakin sukses selalu teman_bus ✨",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ekiiwinda20,Nyaman dan Bersih 😍 #KUISTEMANBUS @mam.iing @dwi_gemeli62 @diskamaulinaaa,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
latifatunmahruroh1,KARENA AMAN & NYAMAN HARGA TERJANGKAU  @mah_kamu32 @gunardilorenzo @luckyaditya83.la #KuisTemanBus,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
ibunya_natalia,"Karena Aman, Nyaman & Murah ❤️ #KUISTEMANBUS",1 like,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
pinatacoladaa_,NYAMAN🥰 #KUISTEMANBUS @meilandeffi04 @a.k_yudaswara08 @safitriindah05_,Reply,"Siapa yang mau hadiah saldo Gopay sebesar Rp100.000 untuk 10 orang pemenang?YUK TULISKAN ALASAN KAMU KENAPA KEMANA-MANA HARUS NAIK TEMAN BUS, SAMPAI-SAMPAI SUSAH MOVE ON. Cek cara ikutannya di bawah ini ya!SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. Pastikan kamu FOLLOW Instagram, Facebook dan Twitter @teman_bus4. TAG 3 TEMAN KAMU5. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI6. Jangan private instagram kamu7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 8/9/2024 pukul 18:00 WIBSemoga beruntung TemanKu!#KamiAdaUntukAnda#DownloadTemanBus",quiz
